,URL,ville,code postal,adresse,prix,surface,Enchère ou vente,Etat neuf ou ancien,Nombre de chambres,Nombre de SDB,Nombre de séjour,Description,Type bien,Aide
3922,https://www.zoopla.co.uk//for-sale/details/54098214?search_identifier=d4baacc450a5ae752fb3a19f5972dc5a, Middlesex,HA8,"Gilbert Grove, Edgware, Middlesex HA8",329950.0,NA,vente,A,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
4809,https://www.zoopla.co.uk//for-sale/details/54079570?search_identifier=6e021a797919b125b060dfed191d21b4, Uxbridge,UB9,"Summerhouse Lane, Harefield, Uxbridge UB9",329950.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
3020,https://www.zoopla.co.uk//for-sale/details/54114983?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, Edgware,HA8,"Bushfield Crescent, Edgware HA8",329950.0,NA,vente,A,2,1,NA,2 bed flat for sale,Appartement,NA
9570,https://www.zoopla.co.uk//for-sale/details/53973805?search_identifier=a5656084126786453cab24bdb8eed128, Surbiton,KT5,"The Avenue, Berrylands, Surbiton KT5",329950.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4997,https://www.zoopla.co.uk//for-sale/details/54076832?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, London,E16,"Ordnance Road, London E16",329995.0,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
3096,https://www.zoopla.co.uk//for-sale/details/48791685?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, London,NW4,"Canberra Close, London NW4",329995.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
5093,https://www.zoopla.co.uk//for-sale/details/54075689?search_identifier=8d486b349d09e5cfcca8acc0f690c3c0, London,SE2,"Sydney Road, London SE2",330000.0,NA,vente,A,2,2,2,2 bed bungalow for sale,Bungalow,NA
3163,https://www.zoopla.co.uk//for-sale/details/54111671?search_identifier=e0ee2bc9f7f06ac362fecc655241c48c, Surrey,CR0,"Coverdale Gardens, Park Hill, Croydon, Surrey CR0",330000.0,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
2368,https://www.zoopla.co.uk//for-sale/details/54128688?search_identifier=3db859b17f7188303fb67108baf9eeb7, Middlesex,UB7,"Bittern House, 28 Wraysbury Drive, West Drayton, Middlesex UB7",330000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
9848,https://www.zoopla.co.uk//new-homes/details/53967661?search_identifier=eb10c86a852c21db7d578db593287267, Morden,SM4,"Chenab Court, 176A London Road, Morden SM4",330000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,Help to buy
7009,https://www.zoopla.co.uk//for-sale/details/54030074?search_identifier=e9b573906f5159600ce7762f3637082a, Surrey,CR4,"6 Tramway Path, Mitcham, Surrey CR4",330000.0,NA,Enchères,A,3,NA,NA,3 bed end terrace house for sale,Maison,NA
351,https://www.zoopla.co.uk//for-sale/details/51918458?search_identifier=3ffddd95675a599ff5ad36a8a9913c84, London,N22,"Palace Gates Road, London N22",330000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
775,https://www.zoopla.co.uk//for-sale/details/54159250?search_identifier=b76c80d2603f19c8f29aeb2044a454fd, Middlesex,HA4,"Victoria Road, Ruislip Manor, Middlesex HA4",330000.0,NA,vente,A,3,NA,NA,3 bed flat for sale,Appartement,NA
3052,https://www.zoopla.co.uk//for-sale/details/54114494?search_identifier=ae19cf55e1b8f615f85bc82ca1b01fb1, London,SE28,"Newacres Road, Thamesmead, London SE28",330000.0,NA,vente,A,2,1,1,2 bed semi-detached house for sale,Maison,NA
4430,https://www.zoopla.co.uk//for-sale/details/54090272?search_identifier=67ba0911be9c61924e653e74da3148eb, Greenford,UB6,"Wicket Road, Perivale, Greenford UB6",330000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
3472,https://www.zoopla.co.uk//for-sale/details/54106337?search_identifier=9dc7c865aa4092bf72c6a483b1191463, London,WC1H,"Russell Court, Woburn Place, Bloomsbury, London WC1H",330000.0,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
1338,https://www.zoopla.co.uk//for-sale/details/54148523?search_identifier=3cfe3f584c71cef3e322c075eb10e2e9, Kent,BR5,"Wesley Close, St Pauls Cray, Kent BR5",330000.0,NA,vente,A,2,1,1,2 bed bungalow for sale,Bungalow,NA
7152,https://www.zoopla.co.uk//for-sale/details/54027689?search_identifier=3559a321ded243157189dcbe56388e71, London,SE25,"Birchanger Road, ., South Norwood, London SE25",330000.0,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
7877,https://www.zoopla.co.uk//for-sale/details/52865286?search_identifier=b2cba6063ea22c7a60103115a1c89a1e, London,SE5,"Claremont Villas, Southampton Way, London SE5",330000.0,NA,vente,A,1,NA,NA,1 bed flat for sale,Appartement,NA
815,https://www.zoopla.co.uk//for-sale/details/28444679?search_identifier=53e48c5723f36dcf12d90e69a71ff408, Epsom,KT19,"Kingston Road, Ewell, Epsom KT19",330000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
1925,https://www.zoopla.co.uk//for-sale/details/54138362?search_identifier=0cb778de590597a515574175c255df80, Romford,RM7,"Marks Road, Romford RM7",330000.0,NA,vente,A,2,1,1,2 bed end terrace house for sale,Maison,NA
2889,https://www.zoopla.co.uk//for-sale/details/54117832?search_identifier=1768e58e3707f3b23fb796f0ef9ce5bb, London,SE18,"Whitby Road, London SE18",330000.0,NA,vente,A,2,1,1,2 bed end terrace house for sale,Maison,NA
7470,https://www.zoopla.co.uk//for-sale/details/54020118?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, Lewisham,SE13,"1 Elmira Street, Lewisham SE13",330000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7831,https://www.zoopla.co.uk//for-sale/details/54011921?search_identifier=b2cba6063ea22c7a60103115a1c89a1e, London,SE6,"Thornsbeach Road, London SE6",330000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
6785,https://www.zoopla.co.uk//for-sale/details/54035282?search_identifier=71875a417683f11ff7d7eefc45d4e42c, London,SW19,"Queens Road, London SW19",330000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
7795,https://www.zoopla.co.uk//for-sale/details/52617398?search_identifier=ab3619dd29cee0ad1e842a39f75fb611, London,W13,"Pursewardens Close, London W13",330000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1589,https://www.zoopla.co.uk//for-sale/details/54143737?search_identifier=741597e526e0bc932b16b74bb1c9f5e5, Erith,DA8,"Church Road, Erith DA8",330000.0,NA,vente,A,3,1,NA,3 bed terraced house for sale,Maison,NA
5741,https://www.zoopla.co.uk//for-sale/details/54063597?search_identifier=20d287dba7a84f2a5f13a696af814b1a, Surrey,SM4,"Green Lane, Morden, Surrey SM4",330000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
4993,https://www.zoopla.co.uk//for-sale/details/54076877?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, London,SE13,"1 Elmira Street, London SE13",330000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
6368,https://www.zoopla.co.uk//new-homes/details/54047047?search_identifier=f490103197de394e17cb927473b3767d, Hampton,TW12,"High Street, Hampton Hill, Hampton TW12",330000.0,NA,vente,N,NA,1,1,Studio for sale,Studio,Help to buy
323,https://www.zoopla.co.uk//for-sale/details/54166899?search_identifier=3ffddd95675a599ff5ad36a8a9913c84, London,E17,"Lennox Road, London E17",330500.0,NA,vente,A,3,1,1,3 bed end terrace house for sale,Maison,NA
1576,https://www.zoopla.co.uk//for-sale/details/54143995?search_identifier=741597e526e0bc932b16b74bb1c9f5e5, London,E4,"Hampton Road, London E4",330500.0,NA,vente,A,4,2,2,4 bed end terrace house for sale,Maison,NA
4492,https://www.zoopla.co.uk//for-sale/details/54076398?search_identifier=67ba0911be9c61924e653e74da3148eb, London,SE1,"Nelson Square, London SE1",332500.0,31.308311,vente,A,NA,1,1,Studio for sale,Studio,NA
6500,https://www.zoopla.co.uk//new-homes/details/54044697?search_identifier=fb6d1e772d68bffb98839d55e6a6a60e, Leyton,E10,"256 Church Road, Leyton E10",335000.0,51.654068,vente,N,1,1,NA,1 bed flat for sale,Appartement,Help to buy
2654,https://www.zoopla.co.uk//for-sale/details/54121511?search_identifier=b2405fab13ec430939762f5907ff3366, Brentford,TW8,"Justin Close, Brentford TW8",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1966,https://www.zoopla.co.uk//for-sale/details/54137940?search_identifier=0cb778de590597a515574175c255df80, Romford,RM6,"Thatches Grove, Chadwell Heath, Romford RM6",335000.0,NA,vente,A,3,1,1,3 bed end terrace house for sale,Maison,NA
3570,https://www.zoopla.co.uk//for-sale/details/54104484?search_identifier=4ca3ac5f42f9829a770bdf952ab50893, Twickenham,TW1,"St. Margarets Road, St Margarets, Twickenham TW1",335000.0,NA,vente,A,NA,1,1,Studio for sale,Studio,NA
4608,https://www.zoopla.co.uk//for-sale/details/54085400?search_identifier=572b0c58279461dfb83c64c7bb4df3f5, Sutton,SM2,"Mulgrave Road, Sutton SM2",335000.0,NA,vente,A,2,1,1,2 bed duplex for sale,Duplex,NA
5642,https://www.zoopla.co.uk//for-sale/details/54065323?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, Uxbridge,UB10,"Winston House, 1A High Road, Ickenham, Uxbridge UB10",335000.0,NA,vente,A,1,1,1,1 bed terraced house for sale,Maison,NA
3483,https://www.zoopla.co.uk//for-sale/details/54106218?search_identifier=9dc7c865aa4092bf72c6a483b1191463, London,SW17,"Bevill Allen Close, Tooting, London SW17",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
3477,https://www.zoopla.co.uk//for-sale/details/54106269?search_identifier=9dc7c865aa4092bf72c6a483b1191463, London,E1,"Swan Passage, London E1",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
5966,https://www.zoopla.co.uk//for-sale/details/54056184?search_identifier=9c41cec468fb72b3675f3898119552c5, Croydon,CR0,"Bensham Lane, Croydon CR0",335000.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
4489,https://www.zoopla.co.uk//for-sale/details/54089224?search_identifier=67ba0911be9c61924e653e74da3148eb, Ruislip,HA4,"Rotary House, Breakspear Road, Ruislip HA4",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
5695,https://www.zoopla.co.uk//for-sale/details/54064118?search_identifier=a1c48676b0bfa0cd1b3eb1e8b018ffdd, Middlesex,HA4,"Southcote Rise, Ruislip, Middlesex HA4",335000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
6778,https://www.zoopla.co.uk//for-sale/details/54035421?search_identifier=71875a417683f11ff7d7eefc45d4e42c, London,SE28,"Waldstock Road, London SE28",335000.0,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
3863,https://www.zoopla.co.uk//new-homes/details/54098999?search_identifier=821909f7980636a44357a204c6cd4dde, Surrey,CR7,"Grove Lodge, 2A Bensham Grove, Thornton, Surrey CR7",335000.0,NA,vente,N,2,1,1,2 bed flat for sale,Appartement,Help to buy
3425,https://www.zoopla.co.uk//for-sale/details/54107297?search_identifier=9dc7c865aa4092bf72c6a483b1191463, London,E1,"Swan Passage, London E1",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
5953,https://www.zoopla.co.uk//for-sale/details/54056428?search_identifier=9c41cec468fb72b3675f3898119552c5, London,E3,"51. Campbell Road, London E3",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4895,https://www.zoopla.co.uk//for-sale/details/54078148?search_identifier=6e021a797919b125b060dfed191d21b4, London,SE25,"Park Road, London SE25",335000.0,NA,vente,A,3,1,1,3 bed flat for sale,Appartement,NA
4324,https://www.zoopla.co.uk//for-sale/details/54091518?search_identifier=c896488009676d2754e19f5d80e08912, Harrow,HA3,"Ashdowne Lodge, 158 High Street, Wealdstone, Harrow HA3",335000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
7084,https://www.zoopla.co.uk//new-homes/details/54028902?search_identifier=e9b573906f5159600ce7762f3637082a, Barking,IG11,"The Heights, 360 Barking, Barking IG11",335000.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
9,https://www.zoopla.co.uk//for-sale/details/54171606?search_identifier=e431d2b21f8c113b686bf52a8d653f6a, .,RM9,"Dagenham, Essex, . RM9",335000.0,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
9431,https://www.zoopla.co.uk//for-sale/details/53976178?search_identifier=1a3942ffe12dfa0a8f1ae730191f6c97, London,SW9,"Nightingale House, Hillyard Street, Stockwell, London SW9",335000.0,41.992156,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7702,https://www.zoopla.co.uk//for-sale/details/54015737?search_identifier=ab3619dd29cee0ad1e842a39f75fb611, London,SE1,"Chevron Apartments, St James' Road, London SE1",335000.0,NA,vente,A,1,1,NA,1 bed flat for sale,Appartement,NA
8287,https://www.zoopla.co.uk//for-sale/details/54002639?search_identifier=f327b53a9fc4ed692076843b7ed28cb9, Hayes,UB4,"Regents Close, Hayes UB4",335000.0,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
7572,https://www.zoopla.co.uk//for-sale/details/49702728?search_identifier=39aa78fa1b8597596b773a636dceb381, Dod Street,E14,"Avon Court, Dod Street E14",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
661,https://www.zoopla.co.uk//new-homes/details/54161492?search_identifier=7628ff5369be1389d7c928a9eb4c75d1, London,WC1H,"Albany House, 41 Judd Street, London WC1H",335000.0,NA,vente,N,NA,1,1,Studio for sale,Studio,NA
9091,https://www.zoopla.co.uk//for-sale/details/53985470?search_identifier=89032ca41787a980b71dc0421fe84f6e, Orpington,BR5,"Doveney Close, Orpington BR5",335000.0,NA,vente,A,3,NA,NA,3 bed end terrace house for sale,Maison,NA
9095,https://www.zoopla.co.uk//for-sale/details/36379390?search_identifier=89032ca41787a980b71dc0421fe84f6e, South Croydon,CR2,"Thurston House, 11 Birdhurst Road, South Croydon CR2",335000.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
9791,https://www.zoopla.co.uk//new-homes/details/53969756?search_identifier=8fbaba4bb000c1682feb6a45a150501f, Thornton Heath,CR7,"Manchester Road, Thornton Heath CR7",335000.0,NA,vente,N,1,1,1,1 bed maisonette for sale,Maisonette,NA
7570,https://www.zoopla.co.uk//for-sale/details/54018129?search_identifier=39aa78fa1b8597596b773a636dceb381, London,SW17,"Molyneux Drive, London SW17",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
385,https://www.zoopla.co.uk//new-homes/details/54165944?search_identifier=3ffddd95675a599ff5ad36a8a9913c84, Hounslow,TW3,"Pears Road, Hounslow TW3",335000.0,NA,vente,N,1,1,NA,1 bed flat for sale,Appartement,NA
8754,https://www.zoopla.co.uk//for-sale/details/53993128?search_identifier=bc580ae5322c677e87215cf5ebf4d761, Middlesex,UB8,"Fairfield Road, Uxbridge, Middlesex UB8",335000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
981,https://www.zoopla.co.uk//for-sale/details/54154890?search_identifier=40eb412b77e323cbd846caf27f840b62, Worcester Park,KT4,"Wolsey Close, Worcester Park KT4",335000.0,NA,vente,A,2,1,1,2 bed maisonette for sale,Maisonette,NA
7494,https://www.zoopla.co.uk//for-sale/details/54019588?search_identifier=81fa998cf134b141e2ec03ae9c4eb103, Kent,DA18,"Northwood Place, Erith, Kent DA18",335000.0,NA,vente,A,4,1,1,4 bed town house for sale,Maison,NA
935,https://www.zoopla.co.uk//for-sale/details/54155602?search_identifier=40eb412b77e323cbd846caf27f840b62, 2 Jonzen Walk,E14,"Chadwick Court, 2 Jonzen Walk E14",335000.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
1792,https://www.zoopla.co.uk//for-sale/details/54140085?search_identifier=c8eff9ff1a3aecce5a182c764ac10624, Mitcham,CR4,"Brookfields Avenue, Mitcham CR4",335000.0,NA,vente,A,3,1,NA,3 bed end terrace house for sale,Maison,NA
253,https://www.zoopla.co.uk//for-sale/details/54166903?search_identifier=4f4aae62b53cd91ca1efde5d676306f8, London,NW2,"Crest Road, London NW2",335000.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
8741,https://www.zoopla.co.uk//new-homes/details/53982585?search_identifier=bc580ae5322c677e87215cf5ebf4d761, London,E6,"""Raine House"" at Myrtle Road, East Ham, London E6",337500.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
8740,https://www.zoopla.co.uk//new-homes/details/53982584?search_identifier=bc580ae5322c677e87215cf5ebf4d761, London,E6,"""Raine House"" at Myrtle Road, East Ham, London E6",337500.0,NA,vente,N,1,1,1,1 bed flat for sale,Appartement,NA
7329,https://www.zoopla.co.uk//new-homes/details/54023363?search_identifier=97e36b806aa3f20afb0da2980d035075, Feltham,TW13,"High Street, Feltham TW13",337500.0,NA,vente,N,2,2,1,2 bed flat for sale,Appartement,Help to buy
4573,https://www.zoopla.co.uk//for-sale/details/54085991?search_identifier=cf88198ac198078c89cdfd0b11a6cb2a, Hendon,NW4,"Hendon Park View, Great North Way, Hendon NW4",337500.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
8963,https://www.zoopla.co.uk//for-sale/details/53989614?search_identifier=ae7571eb27cdceacec80290edf19116a, London,SE19,"Church Road, Upper Norwood, London SE19",339500.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
8113,https://www.zoopla.co.uk//for-sale/details/54005698?search_identifier=33b8af2a447234140f52656b515923c3, Surrey,CR5,"Hazelwood Lane, Chipstead, Surrey CR5",339500.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
7928,https://www.zoopla.co.uk//for-sale/details/44023761?search_identifier=deac6f9206c15779a662370da0a54810, Middlesex,UB7,"Brecon Lodge, 2 Wintergreen Boulevard, West Drayton, Middlesex UB7",339950.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
1747,https://www.zoopla.co.uk//for-sale/details/54140688?search_identifier=c8eff9ff1a3aecce5a182c764ac10624, Edmonton,N9,"Wellstead Avenue, Edmonton N9",339950.0,NA,vente,A,3,1,1,3 bed terraced house for sale,Maison,NA
4912,https://www.zoopla.co.uk//for-sale/details/54077870?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, Sutton,SM1,"Osborne Place, Sutton SM1",339950.0,NA,vente,A,2,1,2,2 bed property for sale,Maison avec jardin,NA
814,https://www.zoopla.co.uk//for-sale/details/54157982?search_identifier=53e48c5723f36dcf12d90e69a71ff408, London,NW10,"Northview Crescent, London NW10",339950.0,NA,vente,A,1,NA,NA,1 bed maisonette for sale,Maisonette,NA
4931,https://www.zoopla.co.uk//for-sale/details/54077627?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, Middlesex,UB2,"Clarence Street, Southall, Middlesex UB2",339950.0,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
4957,https://www.zoopla.co.uk//for-sale/details/54077382?search_identifier=238a937a86f4d76a7dc6f3df0d7bb5a0, Surrey,KT4,"Ardrossan Gardens, Worcester Park, Surrey KT4",339950.0,NA,vente,A,2,NA,NA,2 bed maisonette for sale,Maisonette,NA
1564,https://www.zoopla.co.uk//for-sale/details/54144088?search_identifier=741597e526e0bc932b16b74bb1c9f5e5, Middlesex,TW7,"3 Draymans Way, Isleworth, Middlesex TW7",339950.0,NA,vente,A,2,NA,NA,2 bed flat for sale,Appartement,NA
6478,https://www.zoopla.co.uk//for-sale/details/54044886?search_identifier=ba2b605830fffdb4450f724cb82c2b94, Friern Barnet,N11,"Garsdale Close, Friern Barnet N11",339950.0,NA,vente,A,1,1,1,1 bed flat for sale,Appartement,NA
4757,https://www.zoopla.co.uk//for-sale/details/54080210?search_identifier=cddf4390077aadc405d46f0373930128, Twickenham,TW2,"Manor Road, Twickenham TW2",339950.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
2313,https://www.zoopla.co.uk//for-sale/details/54129782?search_identifier=3db859b17f7188303fb67108baf9eeb7, Sutton,SM3,"Beechmore Gardens, North Cheam, Sutton SM3",339950.0,NA,vente,A,2,1,1,2 bed flat for sale,Appartement,NA
8083,https://www.zoopla.co.uk//for-sale/details/54006276?search_identifier=132b4598d0b57ae63192f58eaf908d28, West Drayton,UB7,"Brecon Lodge, West Drayton UB7",339950.0,NA,vente,A,2,2,1,2 bed flat for sale,Appartement,NA
8116,https://www.zoopla.co.uk//for-sale/details/54005679?search_identifier=33b8af2a447234140f52656b515923c3, Croydon,CR0,"Homestead Way, New Addington, Croydon CR0",339950.0,NA,vente,A,NA,NA,NA,Property for sale,Maison avec jardin,NA
2926,https://www.zoopla.co.uk//for-sale/details/54116735?search_identifier=25971fe6e2637a7010d0b8b56ed1cfc2, Enfield,EN1,"Bishops Close, Enfield EN1",339995.0,NA,vente,A,3,2,2,3 bed terraced house for sale,Maison,NA
2338,https://www.zoopla.co.uk//for-sale/details/54129287?search_identifier=3db859b17f7188303fb67108baf9eeb7, London,SE2,"Eynsham Drive, London SE2",340000.0,NA,vente,A,2,1,1,2 bed terraced house for sale,Maison,NA
8458,https://www.zoopla.co.uk//for-sale/details/53999644?search_identifier=b2922a150ccef682e4c96f0219cdcb5b, London,E3,"Barry Blandford Way, London E3",340000.0,NA,vente,A,1,NA,1,1 bed flat for sale,Appartement,NA
